,nim,mori,mobs,sep,ein,fs,frac_sh_trunc,mmin,flag_out,zs,xs,ys,m_type_sh,zl_sh,mass_sh,xl_sh,yl_sh,elip_sh,pol_sh,param1_sh,m_type_sat,zl_sat,mass_sat,xl_sat,yl_sat,elip_sat,pol_sat,param1_sat,m_type_hh,zl_hh,mass_hh,xl_hh,yl_hh,elip_hh,pol_hh,param1_hh,m_type_cen,zl_cen,mass_cen,xl_cen,yl_cen,elip_cen,pol_cen,param1_cen,m_type_pert,zl_pert,mass_pert,xl_pert,yl_pert,elip_pert,pol_pert,param1_pert,vel_disp
6774,3.0,23.25,22.29456,1.323763,0.6301904,0.0,-1.0,22.03892,3.0,3.4,0.1260569,-0.1480926,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.631,2903102000000.0,0.0,0.0,0.2923224,-46.77659,5.840825,1.0,0.631,64865630000.0,0.0,0.0,0.5094597,-49.90217,0.09287461,2.0,0.631,3.4,0.0,0.0,0.05556189,-176.9892,0.0,184.33115442257792
6775,3.0,20.61,21.97123,0.9349475,0.350288,0.0,-1.0,19.93591,1.0,1.91,0.1166129,0.326248,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.219,2398232000000.0,0.0,0.0,0.2559374,-178.8295,9.717377,1.0,1.219,71862190000.0,0.0,0.0,0.4208583,-145.887,0.06051803,2.0,1.219,1.91,0.0,0.0,0.07335883,72.1282,0.0,222.52818136520375
6777,3.0,24.13,23.06655,2.452618,1.084692,0.0,-1.0,22.28855,3.0,1.18,-0.2337392,-0.1590144,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.336,8525441000000.0,0.0,0.0,0.322995,-1.080207,5.10082,1.0,0.336,183530600000.0,0.0,0.0,0.3566905,36.40466,0.1899436,2.0,0.336,1.18,0.0,0.0,0.03646189,71.47778,0.0,255.8813220422882
6780,3.0,22.47,23.06412,0.847839,0.383502,0.0,-1.0,22.06138,1.0,2.06,0.05549174,0.2834052,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.823,922760500000.0,0.0,0.0,0.2297356,-119.5455,6.558971,1.0,0.823,40033570000.0,0.0,0.0,0.4805678,-122.8727,0.07576169,2.0,0.823,2.06,0.0,0.0,0.08155133,-101.6802,0.0,153.2686960671016
6781,3.0,21.79,21.64797,1.168353,0.3753565,0.0,-1.0,21.10596,1.0,2.26,0.2914338,-0.01403419,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.671,2744419000000.0,0.0,0.0,0.1716529,140.1188,6.226273,1.0,0.671,54444870000.0,0.0,0.0,0.6755957,148.7514,0.08842193,2.0,0.671,2.26,0.0,0.0,0.06969608,176.9757,0.0,172.14493629440224
6782,3.0,23.05,22.87061,1.066835,0.4357737,0.0,-1.0,22.19076,1.0,2.8,-0.02605392,-0.2051916,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.176,3089448000000.0,0.0,0.0,0.1650126,-154.8533,4.301004,1.0,1.176,68629380000.0,0.0,0.0,0.274004,-202.5067,0.04156501,2.0,1.176,2.8,0.0,0.0,0.07651344,75.65532,0.0,252.62463960269955
6784,3.0,21.55,21.9964,0.9054141,0.4502911,0.0,-1.0,20.54917,1.0,1.79,0.2058202,-0.2110025,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.932,3339100000000.0,0.0,0.0,0.1950773,-32.72233,7.400784,1.0,0.932,76591600000.0,0.0,0.0,0.3184092,-49.20956,0.1557599,2.0,0.932,1.79,0.0,0.0,0.06940388,-131.5268,0.0,162.19221436533115
6786,3.0,22.43,22.82324,0.5287898,0.2222446,0.0,-1.0,20.42652,3.0,1.8,0.005925722,-0.124382,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.624,868333800000.0,0.0,0.0,0.2228259,-2.239096,6.691477,1.0,0.624,29872170000.0,0.0,0.0,0.4064108,4.969039,0.1826086,2.0,0.624,1.8,0.0,0.0,0.02866065,-37.12601,0.0,101.85896806099036
6788,3.0,23.29,21.76637,0.2706252,0.1618303,0.0,-1.0,21.26421,3.0,2.8,0.001104647,0.01849178,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.523,318419800000.0,0.0,0.0,0.3247149,26.63642,11.01777,1.0,0.523,6256416000.0,0.0,0.0,0.277221,59.54525,0.1241657,2.0,0.523,2.8,0.0,0.0,0.04660083,148.9195,0.0,69.04629679984757
6789,3.0,21.69,23.20892,2.051233,0.8851864,0.0,-1.0,20.79282,1.0,2.14,0.2557125,0.7273396,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.363,4192939000000.0,0.0,0.0,0.1834374,146.5336,8.925753,1.0,0.363,87702100000.0,0.0,0.0,0.2581793,145.9408,0.2067104,2.0,0.363,2.14,0.0,0.0,0.02441946,54.59215,0.0,177.3637019787279
6792,3.0,21.19,22.0431,1.442377,0.5277001,0.0,-1.0,20.46334,1.0,2.36,-0.4746922,-0.03573469,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.069,11969620000000.0,0.0,0.0,0.2747992,148.8238,3.172401,1.0,1.069,122220200000.0,0.0,0.0,0.4034144,158.0467,0.09649844,2.0,1.069,2.36,0.0,0.0,0.03268462,-157.0143,0.0,227.20080833688664
6796,3.0,22.57,22.18808,3.876121,1.860445,0.0,-1.0,21.14346,3.0,2.43,-0.5142233,0.5350497,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.412,23071300000000.0,0.0,0.0,0.2178866,18.07942,7.406001,1.0,0.412,321378700000.0,0.0,0.0,0.06866801,28.85694,0.7191016,2.0,0.412,2.43,0.0,0.0,0.04803096,-23.50221,0.0,226.80045894486437
6798,3.0,22.27,21.54673,1.21836,0.5778894,0.0,-1.0,20.56662,3.0,2.31,-0.05177405,-0.1168235,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.082,13496150000000.0,0.0,0.0,0.2833374,-106.6165,3.694344,1.0,1.082,128810600000.0,0.0,0.0,0.4758185,-44.63988,0.1941465,2.0,1.082,2.31,0.0,0.0,0.03492649,166.6285,0.0,180.1640318306609
6799,3.0,22.89,22.55779,1.974488,1.189516,0.0,-1.0,21.61755,3.0,1.59,0.1075674,0.2870683,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.388,8823524000000.0,0.0,0.0,0.2081008,-48.21463,6.249873,1.0,0.388,138721000000.0,0.0,0.0,0.3004196,-74.86304,0.2734379,2.0,0.388,1.59,0.0,0.0,0.03592523,125.8594,0.0,189.75556785668076
6800,3.0,21.81,21.62574,1.568422,0.8113984,0.0,-1.0,20.14628,3.0,2.29,-0.3084387,-0.0699699,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.695,7887584000000.0,0.0,0.0,0.1429436,-85.42922,5.369863,1.0,0.695,128011000000.0,0.0,0.0,0.4642956,-127.9886,0.2403716,2.0,0.695,2.29,0.0,0.0,0.06011735,131.3504,0.0,174.45661807038059
6801,3.0,21.87,21.20006,1.139426,0.5431928,0.0,-1.0,21.17797,1.0,1.34,-0.1857915,-0.1060349,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.518,2900125000000.0,0.0,0.0,0.4306414,-108.3054,4.536422,1.0,0.518,71180520000.0,0.0,0.0,0.1877061,-131.6587,0.1452289,2.0,0.518,1.34,0.0,0.0,0.0696732,23.24076,0.0,162.92013706665244
6804,3.0,22.91,21.00416,5.522384,2.497748,0.0,-1.0,20.50693,3.0,2.86,-0.2721184,-0.5249647,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.62,68667240000000.0,0.0,0.0,0.3468288,-123.8712,5.966117,1.0,0.62,305584900000.0,0.0,0.0,0.593699,-160.5392,0.6985405,2.0,0.62,2.86,0.0,0.0,0.1547457,129.9929,0.0,248.77947253291464
6808,5.0,21.65,20.49321,0.7943303,0.3400051,0.0,-1.0,19.9432,3.0,3.28,-0.02816979,0.04342431,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.709,2716180000000.0,0.0,0.0,0.03933974,-22.42344,4.787581,1.0,1.709,59969080000.0,0.0,0.0,0.2493179,-29.47,0.07622386,2.0,1.709,3.28,0.0,0.0,0.1517321,9.402429,0.0,180.8301082062274
6809,5.0,22.75,21.63961,1.923573,0.7033344,0.0,-1.0,21.33547,3.0,2.22,-0.01525018,0.0615109,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.412,2204096000000.0,0.0,0.0,0.310577,1.291787,10.75343,1.0,0.412,87121550000.0,0.0,0.0,0.4385224,7.099455,0.1323262,2.0,0.412,2.22,0.0,0.0,0.06719635,-25.36673,0.0,203.7871452803308
6812,3.0,23.79,22.59586,1.246103,0.5998113,0.0,-1.0,22.36627,3.0,1.99,-0.0805183,0.161297,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.479,4760138000000.0,0.0,0.0,0.3667127,135.4082,6.107427,1.0,0.479,73806260000.0,0.0,0.0,0.0345054,96.0943,0.3485335,2.0,0.479,1.99,0.0,0.0,0.07847883,-107.6163,0.0,134.03162552944966
6813,3.0,22.57,22.87374,1.222747,0.5732754,0.0,-1.0,21.68377,1.0,4.38,-0.07162202,0.3201225,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.355,3254579000000.0,0.0,0.0,0.1422517,-66.8798,5.710594,1.0,1.355,57675900000.0,0.0,0.0,0.2220011,-57.95526,0.06846406,2.0,1.355,4.38,0.0,0.0,0.04488584,125.4575,0.0,186.32965368583723
6814,3.0,21.31,22.80563,0.4762791,0.2360988,0.0,-1.0,20.4874,1.0,2.12,-0.136967,0.1116501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.536,2619755000000.0,0.0,0.0,0.3115571,-155.5701,3.899021,1.0,1.536,46897770000.0,0.0,0.0,0.1989169,-123.0918,0.03680151,2.0,1.536,2.12,0.0,0.0,0.04290985,59.70724,0.0,220.1214535254241
6815,5.0,24.35,23.15762,1.286836,0.6410153,0.0,-1.0,22.09656,3.0,5.16,-0.06542271,-0.02139599,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.894,2280451000000.0,0.0,0.0,0.2581651,-140.6604,4.400449,1.0,0.894,85351020000.0,0.0,0.0,0.4053696,-121.4621,0.1774437,2.0,0.894,5.16,0.0,0.0,0.09374245,176.5297,0.0,150.81096759831038
6817,3.0,22.31,23.06181,1.457601,0.5110524,0.0,-1.0,21.76558,1.0,2.43,-0.3706223,-0.3560307,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.586,3323756000000.0,0.0,0.0,0.09805768,-99.96617,4.920721,1.0,0.586,78989750000.0,0.0,0.0,0.5321668,-151.256,0.1426563,2.0,0.586,2.43,0.0,0.0,0.09708486,-167.7459,0.0,169.18011399985693
6818,3.0,21.43,21.88761,0.3029432,0.1821375,0.0,-1.0,20.54427,1.0,1.25,0.07525653,0.06160185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.729,544991900000.0,0.0,0.0,0.0473253,86.65126,4.352539,1.0,0.729,18289300000.0,0.0,0.0,0.2947161,73.38165,0.09485388,2.0,0.729,1.25,0.0,0.0,0.06637082,-43.88803,0.0,96.1150765491055
6822,3.0,19.91,20.05319,4.994657,2.158572,0.0,-1.0,19.00487,1.0,3.79,-1.403075,0.3208909,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.13,28891780000000.0,0.0,0.0,0.1735626,4.054677,8.190399,1.0,0.13,267003800000.0,0.0,0.0,0.1922885,16.03921,1.045006,2.0,0.13,3.79,0.0,0.0,0.01723596,177.2454,0.0,227.46208746453257
6824,3.0,22.49,23.25535,1.625797,0.7951893,0.0,-1.0,21.51941,1.0,3.65,-0.4310889,0.1741705,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.686,6049003000000.0,0.0,0.0,0.06935187,121.8182,2.966086,1.0,0.686,109305300000.0,0.0,0.0,0.005811482,133.7528,0.1049229,2.0,0.686,3.65,0.0,0.0,0.04133762,-118.1873,0.0,217.65417627449213
6829,3.0,25.21,23.10595,0.9094976,0.3919915,0.0,-1.0,23.00308,3.0,4.52,0.04118374,-0.03476992,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.559,3059521000000.0,0.0,0.0,0.2098259,-160.9582,4.562305,1.0,1.559,53236620000.0,0.0,0.0,0.3655656,-202.6562,0.06213507,2.0,1.559,4.52,0.0,0.0,0.0734012,-83.00046,0.0,185.30333680366425
6835,3.0,20.79,22.38955,1.20386,0.6199745,0.0,-1.0,20.31174,1.0,2.24,0.09552184,-0.5018325,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.624,1156143000000.0,0.0,0.0,0.1401678,-111.1832,5.415115,1.0,0.624,64679780000.0,0.0,0.0,0.6084153,-117.3554,0.07310488,2.0,0.624,2.24,0.0,0.0,0.07118897,-143.1127,0.0,204.14997809903502
6837,3.0,21.67,22.35778,0.3718986,0.1625589,0.0,-1.0,21.26032,1.0,0.97,0.1231938,0.05599451,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.734,938892400000.0,0.0,0.0,0.03259328,-0.07959023,4.926661,1.0,0.734,31591500000.0,0.0,0.0,0.2299116,31.62722,0.07208174,2.0,0.734,0.97,0.0,0.0,0.04146396,46.39307,0.0,140.87819680966592
6838,3.0,20.51,20.60762,0.7188826,0.285502,0.0,-1.0,19.71033,1.0,1.92,0.1902222,0.07476627,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.638,1067545000000.0,0.0,0.0,0.05927055,-20.69585,6.894668,1.0,0.638,39004760000.0,0.0,0.0,0.4005599,-11.12974,0.1754616,2.0,0.638,1.92,0.0,0.0,0.01551141,-131.6689,0.0,115.21238353709063
6843,3.0,21.45,21.7258,1.069055,0.3880642,0.0,-1.0,20.83995,1.0,3.42,0.2822045,-0.005317554,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.772,8800795000000.0,0.0,0.0,0.4987573,-144.5077,2.699953,1.0,1.772,78197290000.0,0.0,0.0,0.3053591,-156.9494,0.04572281,2.0,1.772,3.42,0.0,0.0,0.1085774,-6.242518,0.0,255.49792361496677
6846,3.0,22.91,22.96505,0.3216324,0.1280195,0.0,-1.0,22.28656,1.0,1.63,-0.02233529,-0.087129,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.278,1022954000000.0,0.0,0.0,0.2171716,-2.753136,6.293614,1.0,1.278,38026960000.0,0.0,0.0,0.657224,44.1276,0.06040609,2.0,1.278,1.63,0.0,0.0,0.06886571,118.4985,0.0,160.21504303225848
6847,3.0,21.27,22.42222,2.907683,1.087913,0.0,-1.0,20.48718,1.0,1.68,-1.036628,-0.4211543,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.262,10884540000000.0,0.0,0.0,0.4963303,-96.30324,5.992066,1.0,0.262,174756400000.0,0.0,0.0,0.5112867,-165.101,0.2745945,2.0,0.262,1.68,0.0,0.0,0.04036657,104.1809,0.0,231.01967360173253
6848,3.0,24.25,21.87961,4.998316,2.461561,0.0,-1.0,21.70387,3.0,1.83,-0.3045515,-0.1892119,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.401,47296670000000.0,0.0,0.0,0.1208355,-140.2239,8.030237,1.0,0.401,262295900000.0,0.0,0.0,0.06110131,-181.7203,0.4974414,2.0,0.401,1.83,0.0,0.0,0.03677312,-54.55048,0.0,239.9217064951454
6849,3.0,21.81,22.37422,0.8726389,0.5543303,0.0,-1.0,21.07871,1.0,3.22,0.09973065,-0.2578047,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.015,1610843000000.0,0.0,0.0,0.2359806,76.27287,5.170689,1.0,1.015,64527110000.0,0.0,0.0,0.4248416,79.25544,0.1709925,2.0,1.015,3.22,0.0,0.0,0.04897811,-128.8429,0.0,136.3852388854172
6851,3.0,21.35,22.92166,0.3772818,0.1504564,0.0,-1.0,20.90615,1.0,2.58,-0.1599284,0.02371743,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.001,479733400000.0,0.0,0.0,0.2417661,123.4111,5.308166,1.0,1.001,9212229000.0,0.0,0.0,0.2584653,148.0506,0.04083514,2.0,1.001,2.58,0.0,0.0,0.06879605,151.5508,0.0,97.60518286659277
6853,3.0,23.75,23.26016,1.753322,0.7159198,0.0,-1.0,22.97412,1.0,2.41,0.3087951,-0.08697429,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.341,4172627000000.0,0.0,0.0,0.3786992,166.6436,5.593478,1.0,0.341,98202780000.0,0.0,0.0,0.3830836,166.7848,0.2502814,2.0,0.341,2.41,0.0,0.0,0.1324588,109.9536,0.0,168.74616128031334
6860,3.0,21.51,22.74584,0.4797071,0.237728,0.0,-1.0,21.03183,1.0,2.16,0.2093996,-0.02296804,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.999,866750500000.0,0.0,0.0,0.1309609,-133.5241,3.884472,1.0,0.999,25317930000.0,0.0,0.0,0.3627833,-60.32304,0.09145179,2.0,0.999,2.16,0.0,0.0,0.06014255,2.381817,0.0,109.94010073326265
